id,source,timestamp,garment_type,gender,color,pattern,style,engagement_likes,engagement_comments,engagement_views,geography,image_path,image_url,fit,length,neckline,sleeve,fabric,engagement_metric,influence_type,influence_identifier
instagram_1698,Instagram,12-09-2024,T-Shirt,men,white,tie-dye,formal,1208,127,34121,India,img_1698.jpg,,flared,cropped,v-neck,cap sleeve,rayon,11818.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1699,Celebrities,03-12-2024,Sweatshirt,unisex,yellow,tie-dye,formal,923,126,13819,US,img_1699.jpg,,oversized,ankle-length,off-shoulder,cap sleeve,linen,4956,franchise,Marvel Phase 5 Release 2024
instagram_1700,Instagram,27-08-2024,Kurta,men,red,stripes,formal,5170,46,47317,Global,img_1700.jpg,,oversized,mini,off-shoulder,sleeveless,rayon,17511,franchise,Marvel Phase 5 Release 2024
instagram_1701,Celebrities,19-12-2025,Saree,women,"red, yellow, black",abstract,casual,153,144,30035,US,img_1701.jpg,,straight cut,knee-length,collared,cap sleeve,rayon,10110.67,books,Book-to-Film Adaptation 2025
instagram_1702,Facebook,05-04-2024,Shirt,men,black,tie-dye,athleisure,6349,69,10683,Global,img_1702.jpg,,straight cut,full-length,square neck,half sleeve,denim,5700.33,books,Pulitzer Feature 2024
instagram_1703,Cinema,18-09-2024,Kurta,men,red,animal print,athleisure,1266,362,47635,US,img_1703.jpg,,fit,maxi,halter,half sleeve,cotton,16421,designer launches,Zara Designer Collab 2024
instagram_1704,Celebrities,01-07-2025,Jeans,unisex,green,animal print,formal,3688,187,19327,US,img_1704.jpg,,oversized,full-length,square neck,bell sleeve,rayon,7734,franchise,Star Wars New Trilogy 2025
instagram_1705,Marketplace,22-02-2024,Kurta,men,black,graphic prints,casual,761,276,29283,Global,img_1705.jpg,,oversized,maxi,off-shoulder,sleeveless,knits,10106.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1706,Cinema,30-04-2024,Saree,women,"beige, black",solid,festive,7009,55,8501,US,img_1706.jpg,,a-line,knee-length,halter,3/4 sleeve,blends,5188.33,franchise,Marvel Phase 5 Release 2024
instagram_1707,Cinema,13-10-2024,Jeans,men,green,abstract,casual,3661,175,50954,US,img_1707.jpg,,relaxed fit,midi,square neck,cap sleeve,viscose,18263.33,event - memes,Oscar Memes 2024
instagram_1708,Marketplace,06-04-2024,T-Shirt,unisex,beige,tie-dye,athleisure,3251,660,22013,US,img_1708.jpg,,oversized,mini,halter,puff sleeve,cotton,8641.33,designer launches,Gucci FW 2024
instagram_1709,Instagram,28-03-2024,Shirt,men,pink,checks,athleisure,2284,159,29840,India,img_1709.jpg,,oversized,cropped,collared,3/4 sleeve,polyester,10761,designer launches,Zara Designer Collab 2024
instagram_1710,Marketplace,24-02-2024,T-Shirt,unisex,"yellow, black",checks,formal,6034,116,9063,US,img_1710.jpg,,bodycon,midi,v-neck,sleeveless,blends,5071,trending memes,Cottagecore Revival Meme 2024
instagram_1711,Instagram,15-05-2025,Saree,women,yellow,checks,streetwear,7651,111,9302,US,img_1711.jpg,,bodycon,maxi,off-shoulder,3/4 sleeve,viscose,5688,franchise,Star Wars New Trilogy 2025
instagram_1712,Facebook,01-04-2025,Dress,women,green,solid,casual,3180,257,18331,Europe,img_1712.jpg,,bodycon,mini,boat neck,sleeveless,polyester,7256,designer launches,Prada SS 2025
instagram_1713,Facebook,10-08-2025,Jeans,men,blue,abstract,streetwear,1266,561,58751,India,img_1713.jpg,,relaxed fit,full-length,crew neck,cap sleeve,jersey,20192.67,franchise,Star Wars New Trilogy 2025
instagram_1714,Facebook,02-04-2024,Jeans,men,blue,animal print,formal,1842,133,23823,Europe,img_1714.jpg,,bodycon,midi,polo neck,puff sleeve,rayon,8599.33,event - political,India State Elections 2024
instagram_1715,Instagram,23-06-2024,Hoodie,unisex,yellow,abstract,formal,2760,205,55752,Global,img_1715.jpg,,relaxed fit,midi,square neck,3/4 sleeve,viscose,19572.33,franchise,Marvel Phase 5 Release 2024
instagram_1716,Instagram,21-09-2024,Blazer,men,"black, beige, red",checks,casual,595,212,4626,Europe,img_1716.jpg,,fit,cropped,boat neck,half sleeve,knits,1811,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1717,Cinema,08-10-2025,Hoodie,unisex,beige,abstract,athleisure,3866,79,15145,Global,img_1717.jpg,,regular,mini,off-shoulder,cap sleeve,denim,6363.33,designer launches,Prada SS 2025
instagram_1718,Facebook,14-06-2024,Jacket,unisex,black,floral,streetwear,1465,62,23621,US,img_1718.jpg,,Slim fit,mini,boat neck,3/4 sleeve,rayon,8382.67,event - memes,Oscar Memes 2024
instagram_1719,YouTube,14-11-2024,Jeans,unisex,yellow,polka dots,festive,3313,290,8175,Europe,img_1719.jpg,,fit,knee-length,v-neck,full sleeve,jersey,3926,designer launches,Zara Designer Collab 2024
instagram_1720,Cinema,15-11-2024,Dress,women,beige,graphic prints,casual,801,235,23089,India,img_1720.jpg,,fit,full-length,v-neck,puff sleeve,rayon,8041.67,event - memes,April Fools Viral 2024
instagram_1721,YouTube,29-05-2024,T-Shirt,men,beige,solid,athleisure,600,210,6444,US,img_1721.jpg,,relaxed fit,midi,halter,bell sleeve,cotton,2418,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1722,Facebook,03-06-2024,T-Shirt,unisex,red,checks,casual,3726,184,73208,US,img_1722.jpg,,regular,ankle-length,halter,cap sleeve,linen,25706,franchise,Marvel Phase 5 Release 2024
instagram_1723,Celebrities,07-01-2025,Top,women,"green, black",abstract,streetwear,1058,157,1009,US,img_1723.jpg,,a-line,cropped,halter,puff sleeve,polyester,741.33,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1724,YouTube,06-05-2024,Jeans,men,white,abstract,festive,10275,556,34196,Global,img_1724.jpg,,flared,cropped,collared,puff sleeve,rayon,15009,event - political,EU Parliament 2024
instagram_1725,Marketplace,05-11-2024,Saree,women,"black, white",floral,athleisure,1386,4,22329,Europe,img_1725.jpg,,flared,midi,crew neck,half sleeve,denim,7906.33,books,Pulitzer Feature 2024
instagram_1726,Instagram,07-11-2025,Jeans,men,yellow,floral,formal,1864,609,5889,US,img_1726.jpg,,regular,maxi,collared,cap sleeve,jersey,2787.33,trending memes,Distracted Boyfriend Revival
instagram_1727,Instagram,03-05-2024,Top,women,blue,floral,athleisure,3961,57,50597,US,img_1727.jpg,,straight cut,cropped,square neck,cap sleeve,blends,18205,franchise,Fast X Sequel 2024
instagram_1728,Cinema,27-10-2025,Blazer,men,pink,tie-dye,festive,1843,141,10360,US,img_1728.jpg,,regular,cropped,polo neck,half sleeve,viscose,4114.67,event - memes,Super Bowl Halftime Meme 2025
instagram_1729,Facebook,26-12-2024,Jeans,men,beige,polka dots,athleisure,1778,469,10584,Global,img_1729.jpg,,Slim fit,maxi,boat neck,full sleeve,knits,4277,event - political,US Presidential Election 2024
instagram_1730,YouTube,23-11-2024,T-Shirt,men,yellow,floral,athleisure,2394,167,40418,Global,img_1730.jpg,,fit,mini,square neck,half sleeve,blends,14326.33,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_1731,Marketplace,08-01-2024,Sweatshirt,unisex,"pink, black",stripes,athleisure,3138,86,42718,Global,img_1731.jpg,,oversized,mini,crew neck,cap sleeve,jersey,15314,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1732,Celebrities,12-11-2024,Jacket,unisex,red,abstract,festive,90,122,14322,US,img_1732.jpg,,Slim fit,knee-length,off-shoulder,bell sleeve,denim,4844.67,franchise,Fast X Sequel 2024
instagram_1733,Celebrities,13-11-2024,Shirt,men,pink,solid,athleisure,1846,208,35076,Global,img_1733.jpg,,oversized,knee-length,v-neck,half sleeve,polyester,12376.67,designer launches,Zara Designer Collab 2024
instagram_1734,Marketplace,30-05-2024,Hoodie,unisex,"red, beige",checks,formal,6365,56,25477,Global,img_1734.jpg,,oversized,full-length,boat neck,sleeveless,blends,10632.67,trending memes,Cottagecore Revival Meme 2024
instagram_1735,Marketplace,19-06-2025,Shirt,men,yellow,animal print,casual,1285,276,25153,India,img_1735.jpg,,straight cut,maxi,off-shoulder,half sleeve,blends,8904.67,trending memes,Distracted Boyfriend Revival
instagram_1736,Instagram,18-07-2024,Top,women,black,tie-dye,streetwear,5209,305,42659,US,img_1736.jpg,,fit,maxi,square neck,sleeveless,cotton,16057.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1737,Instagram,11-01-2024,T-Shirt,men,"beige, pink",floral,athleisure,976,265,6515,India,img_1737.jpg,,regular,maxi,square neck,bell sleeve,jersey,2585.33,designer launches,Zara Designer Collab 2024
instagram_1738,Instagram,25-03-2025,Kurta,men,white,solid,streetwear,5568,254,47182,India,img_1738.jpg,,relaxed fit,ankle-length,collared,sleeveless,denim,17668,books,Book-to-Film Adaptation 2025
instagram_1739,Cinema,27-03-2024,Dress,women,"blue, red",animal print,formal,3827,188,31414,US,img_1739.jpg,,straight cut,ankle-length,v-neck,full sleeve,viscose,11809.67,trending memes,Cottagecore Revival Meme 2024
instagram_1740,Facebook,19-04-2024,Skirt,women,black,tie-dye,casual,657,94,17299,Europe,img_1740.jpg,,relaxed fit,full-length,off-shoulder,bell sleeve,blends,6016.67,franchise,Marvel Phase 5 Release 2024
instagram_1741,YouTube,01-10-2024,Jacket,unisex,green,graphic prints,formal,4085,21,56072,US,img_1741.jpg,,bodycon,knee-length,crew neck,sleeveless,linen,20059.33,books,Pulitzer Feature 2024
instagram_1742,Instagram,20-05-2024,Dress,women,beige,checks,athleisure,2342,135,26898,US,img_1742.jpg,,straight cut,mini,v-neck,full sleeve,cotton,9791.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1743,YouTube,06-06-2024,Dress,women,"red, pink",polka dots,formal,3,273,52096,Europe,img_1743.jpg,,straight cut,mini,polo neck,puff sleeve,rayon,17457.33,books,Bestseller Book Tour 2024
instagram_1744,Facebook,21-10-2025,Shirt,men,"pink, black",stripes,streetwear,1623,433,16141,Europe,img_1744.jpg,,relaxed fit,maxi,boat neck,sleeveless,denim,6065.67,designer launches,Prada SS 2025
instagram_1745,Marketplace,12-04-2025,T-Shirt,unisex,red,checks,formal,3921,188,11851,US,img_1745.jpg,,bodycon,cropped,polo neck,half sleeve,polyester,5320,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1746,Celebrities,02-06-2024,Saree,women,red,tie-dye,casual,1794,38,21934,Europe,img_1746.jpg,,a-line,maxi,boat neck,3/4 sleeve,rayon,7922,designer launches,Gucci FW 2024
instagram_1747,Cinema,07-08-2024,Jacket,unisex,red,abstract,festive,5749,52,11245,US,img_1747.jpg,,a-line,ankle-length,off-shoulder,cap sleeve,denim,5682,event - memes,Oscar Memes 2024
instagram_1748,Celebrities,06-08-2025,T-Shirt,unisex,pink,checks,formal,4908,225,19022,US,img_1748.jpg,,flared,maxi,boat neck,half sleeve,denim,8051.67,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1749,Celebrities,29-05-2024,Kurta,men,black,tie-dye,casual,2759,501,33920,Europe,img_1749.jpg,,fit,maxi,square neck,puff sleeve,polyester,12393.33,books,Bestseller Book Tour 2024
instagram_1750,Marketplace,05-06-2024,Sweatshirt,unisex,blue,animal print,casual,3901,330,9053,US,img_1750.jpg,,straight cut,ankle-length,halter,full sleeve,rayon,4428,franchise,Fast X Sequel 2024
instagram_1751,Celebrities,13-04-2024,Kurta,men,pink,polka dots,festive,97,311,55705,US,img_1751.jpg,,regular,ankle-length,square neck,full sleeve,polyester,18704.33,books,Bestseller Book Tour 2024
instagram_1752,Celebrities,22-09-2024,T-Shirt,men,beige,stripes,streetwear,2563,454,17526,India,img_1752.jpg,,relaxed fit,knee-length,square neck,3/4 sleeve,linen,6847.67,trending memes,Vogue Challenge 2024
instagram_1753,Instagram,23-01-2024,Jacket,unisex,blue,abstract,athleisure,5556,49,32344,India,img_1753.jpg,,regular,maxi,square neck,bell sleeve,cotton,12649.67,books,Pulitzer Feature 2024
instagram_1754,YouTube,03-02-2025,T-Shirt,men,"green, blue",graphic prints,streetwear,2184,32,28506,US,img_1754.jpg,,relaxed fit,knee-length,crew neck,bell sleeve,linen,10240.67,event - memes,Super Bowl Halftime Meme 2025
instagram_1755,Instagram,25-11-2024,Dress,women,white,polka dots,casual,1638,202,270,Europe,img_1755.jpg,,Slim fit,midi,collared,half sleeve,viscose,703.33,event - political,India State Elections 2024
instagram_1756,YouTube,10-08-2024,T-Shirt,unisex,yellow,graphic prints,festive,1252,41,824,US,img_1756.jpg,,straight cut,full-length,square neck,cap sleeve,viscose,705.67,franchise,Marvel Phase 5 Release 2024
instagram_1757,Marketplace,12-03-2024,Shirt,men,blue,checks,streetwear,5166,290,16417,Global,img_1757.jpg,,fit,cropped,square neck,bell sleeve,jersey,7291,designer launches,Zara Designer Collab 2024
instagram_1758,Marketplace,31-10-2024,Dress,women,pink,checks,formal,30,268,4978,US,img_1758.jpg,,Slim fit,ankle-length,off-shoulder,half sleeve,blends,1758.67,books,Bestseller Book Tour 2024
instagram_1759,Cinema,04-11-2025,Kurta,men,beige,stripes,athleisure,7055,57,9897,Global,img_1759.jpg,,regular,cropped,collared,full sleeve,linen,5669.67,books,Book-to-Film Adaptation 2025
instagram_1760,Cinema,29-06-2025,Jeans,men,"green, red",abstract,formal,4030,567,4174,Global,img_1760.jpg,,relaxed fit,knee-length,off-shoulder,3/4 sleeve,knits,2923.67,designer launches,Dior Haute 2025
instagram_1761,Cinema,30-06-2025,Blazer,men,black,graphic prints,athleisure,569,116,18083,India,img_1761.jpg,,Slim fit,knee-length,polo neck,full sleeve,blends,6256,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1762,Facebook,09-01-2024,Sweatshirt,unisex,"blue, green",abstract,casual,11910,25,7715,US,img_1762.jpg,,a-line,full-length,off-shoulder,cap sleeve,jersey,6550,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1763,Cinema,18-03-2024,Sweatshirt,unisex,beige,animal print,festive,3009,150,3298,India,img_1763.jpg,,flared,cropped,square neck,3/4 sleeve,viscose,2152.33,event - political,EU Parliament 2024
instagram_1764,Celebrities,25-05-2025,Skirt,women,white,floral,festive,4177,102,30040,US,img_1764.jpg,,Slim fit,full-length,polo neck,half sleeve,jersey,11439.67,books,Book-to-Film Adaptation 2025
instagram_1765,Celebrities,24-06-2024,Jacket,unisex,white,animal print,festive,3446,395,37759,US,img_1765.jpg,,fit,knee-length,v-neck,half sleeve,viscose,13866.67,franchise,Marvel Phase 5 Release 2024
instagram_1766,Cinema,08-11-2025,Sweatshirt,unisex,"red, beige",abstract,streetwear,3118,112,21349,US,img_1766.jpg,,bodycon,maxi,crew neck,full sleeve,jersey,8193,cinemas/series/cartoons/anime,Strange New Worlds Season 3 2025
instagram_1767,Cinema,11-01-2024,T-Shirt,men,"white, yellow",stripes,athleisure,6034,191,12595,Europe,img_1767.jpg,,regular,knee-length,square neck,puff sleeve,rayon,6273.33,event - political,EU Parliament 2024
instagram_1768,Marketplace,22-05-2024,Jeans,men,pink,polka dots,festive,6274,63,26632,Europe,img_1768.jpg,,bodycon,ankle-length,square neck,3/4 sleeve,linen,10989.67,event - memes,Oscar Memes 2024
instagram_1769,Marketplace,31-08-2024,T-Shirt,unisex,blue,stripes,festive,3791,286,45485,Europe,img_1769.jpg,,regular,maxi,crew neck,cap sleeve,cotton,16520.67,franchise,Marvel Phase 5 Release 2024
instagram_1770,YouTube,18-03-2024,Jeans,unisex,white,polka dots,athleisure,2648,637,9803,US,img_1770.jpg,,Slim fit,mini,off-shoulder,sleeveless,rayon,4362.67,event - memes,Oscar Memes 2024
instagram_1771,Cinema,27-11-2024,T-Shirt,unisex,red,polka dots,formal,4573,446,44668,Global,img_1771.jpg,,fit,midi,boat neck,full sleeve,viscose,16562.33,trending memes,Vogue Challenge 2024
instagram_1772,Instagram,20-03-2024,Dress,women,"green, red, blue",abstract,streetwear,1904,131,30788,Global,img_1772.jpg,,regular,maxi,polo neck,bell sleeve,knits,10941,designer launches,Chanel Cruise 2024
instagram_1773,Cinema,11-07-2024,Jacket,unisex,white,solid,festive,299,63,26983,US,img_1773.jpg,,bodycon,midi,square neck,puff sleeve,denim,9115,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1774,YouTube,12-11-2024,Saree,women,red,animal print,athleisure,4662,104,24405,Europe,img_1774.jpg,,flared,ankle-length,polo neck,3/4 sleeve,viscose,9723.67,designer launches,Chanel Cruise 2024
instagram_1775,YouTube,29-07-2024,Kurta,men,green,solid,festive,3937,314,30636,US,img_1775.jpg,,relaxed fit,full-length,v-neck,half sleeve,viscose,11629,event - memes,Oscar Memes 2024
instagram_1776,Instagram,12-04-2024,Kurti,women,"pink, yellow",floral,athleisure,1962,66,4754,Europe,img_1776.jpg,,regular,full-length,boat neck,bell sleeve,rayon,2260.67,cinemas/series/cartoons/anime,One Piece Saga 2024
instagram_1777,Facebook,11-02-2024,Saree,women,blue,animal print,streetwear,773,290,32004,US,img_1777.jpg,,flared,midi,square neck,cap sleeve,viscose,11022.33,cinemas/series/cartoons/anime,Dune 2 Release 2024
instagram_1778,Cinema,19-02-2025,Jeans,men,beige,graphic prints,formal,1511,80,7696,US,img_1778.jpg,,flared,cropped,boat neck,full sleeve,knits,3095.67,event - memes,Super Bowl Halftime Meme 2025
instagram_1779,Facebook,27-01-2025,Blazer,men,pink,animal print,athleisure,236,112,2561,India,img_1779.jpg,,Slim fit,full-length,v-neck,3/4 sleeve,denim,969.67,trending memes,Distracted Boyfriend Revival
instagram_1780,Cinema,03-08-2025,Kurti,women,yellow,animal print,festive,895,318,33697,India,img_1780.jpg,,relaxed fit,full-length,off-shoulder,3/4 sleeve,blends,11636.67,designer launches,Prada SS 2025
instagram_1781,Cinema,05-01-2024,Top,women,"black, yellow",floral,formal,620,157,20149,Europe,img_1781.jpg,,bodycon,midi,halter,half sleeve,cotton,6975.33,designer launches,Zara Designer Collab 2024
instagram_1782,Instagram,13-11-2025,Jeans,unisex,"black, yellow",polka dots,festive,1467,385,13416,India,img_1782.jpg,,bodycon,full-length,off-shoulder,puff sleeve,jersey,5089.33,event - memes,Super Bowl Halftime Meme 2025
instagram_1783,Celebrities,06-02-2024,Kurti,women,blue,polka dots,festive,2346,487,19814,US,img_1783.jpg,,flared,full-length,collared,puff sleeve,linen,7549,franchise,Fast X Sequel 2024
instagram_1784,Facebook,25-04-2024,Hoodie,unisex,green,solid,casual,3839,72,30301,Europe,img_1784.jpg,,oversized,full-length,v-neck,full sleeve,linen,11404,trending memes,Vogue Challenge 2024
instagram_1785,Instagram,22-09-2024,Top,women,"pink, blue",graphic prints,casual,7683,250,17659,Europe,img_1785.jpg,,regular,ankle-length,polo neck,full sleeve,denim,8530.67,cinemas/series/cartoons/anime,Barbie Movie 2024
instagram_1786,Celebrities,13-06-2024,Jeans,unisex,yellow,abstract,festive,2712,644,24547,Europe,img_1786.jpg,,straight cut,cropped,crew neck,bell sleeve,jersey,9301,designer launches,Ralph Lauren Spring Collection 2024
instagram_1787,Marketplace,25-05-2025,Dress,women,"yellow, blue",animal print,streetwear,3505,297,9038,Europe,img_1787.jpg,,oversized,midi,polo neck,bell sleeve,jersey,4280,franchise,Star Wars New Trilogy 2025
instagram_1788,Facebook,12-06-2025,T-Shirt,men,pink,animal print,casual,4925,17,36100,Global,img_1788.jpg,,Slim fit,mini,off-shoulder,cap sleeve,linen,13680.67,trending memes,Galaxy Brain Remix
instagram_1789,Cinema,20-03-2024,Blazer,men,"blue, beige",solid,streetwear,5400,93,18847,Europe,img_1789.jpg,,a-line,maxi,off-shoulder,3/4 sleeve,cotton,8113.33,trending memes,Galaxy Brain Remix
instagram_1790,Celebrities,03-12-2024,Shirt,men,yellow,abstract,festive,5686,32,27654,Europe,img_1790.jpg,,oversized,maxi,square neck,half sleeve,polyester,11124,designer launches,Chanel Cruise 2024
